,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,EmployeeNumber,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1425,No,Travel_Rarely,501,Research & Development,1,2009,95,3,2,Healthcare Representative,4,4878,21653,Yes,13,3,80,1,6,9,7,8,1
1426,No,Travel_Rarely,267,Research & Development,1,2010,49,2,1,Laboratory Technician,2,2837,15919,No,13,3,80,0,3,6,2,4,1
1427,No,Travel_Rarely,543,Research & Development,1,2012,83,3,1,Laboratory Technician,4,2406,4060,No,19,3,80,2,3,1,0,0,0
1428,No,Travel_Rarely,234,Sales,1,2013,68,2,1,Sales Representative,2,2269,18024,No,14,3,80,1,2,2,2,2,2
1429,No,Travel_Rarely,116,Research & Development,1,2014,52,3,2,Research Scientist,4,4108,5340,No,13,3,80,0,2,7,7,1,7
1430,No,Travel_Rarely,201,Research & Development,1,2015,99,1,3,Research Director,3,13206,3376,No,12,3,80,1,3,18,16,1,11
1431,No,Travel_Rarely,801,Sales,1,2016,48,3,3,Sales Executive,4,10422,24032,No,19,3,80,2,3,14,10,5,7
1432,No,Travel_Rarely,161,Research & Development,1,2017,42,4,3,Research Director,4,13744,15471,Yes,25,4,80,1,2,16,11,6,8
1433,No,Travel_Rarely,1382,Sales,1,2018,85,3,2,Sales Executive,3,4907,13684,Yes,22,4,80,1,3,5,3,0,4
1434,No,Non-Travel,585,Sales,1,2019,40,3,1,Sales Representative,4,3482,19788,No,15,3,80,2,3,9,8,0,0
1435,No,Travel_Rarely,1037,Research & Development,1,2020,42,3,1,Research Scientist,4,2436,13422,Yes,12,3,80,0,2,4,3,1,2
1436,No,Travel_Rarely,501,Sales,1,2021,58,3,1,Sales Representative,1,2380,25479,Yes,11,3,80,0,6,2,2,1,2
1437,No,Non-Travel,105,Research & Development,1,2022,87,3,5,Manager,4,19431,15302,No,13,3,80,0,3,6,0,1,3
1438,Yes,Travel_Frequently,638,Sales,1,2023,33,3,1,Sales Representative,1,1790,26956,No,19,3,80,1,3,1,0,1,0
1439,No,Travel_Rarely,557,Sales,1,2024,94,2,3,Sales Executive,4,7644,12695,No,19,3,80,2,2,9,7,3,4
1440,No,Travel_Frequently,688,Research & Development,1,2025,97,3,2,Manufacturing Director,2,5131,9192,No,13,3,80,3,3,4,2,0,2
1441,No,Non-Travel,667,Research & Development,1,2026,57,3,2,Healthcare Representative,3,6306,26236,No,21,4,80,1,2,13,12,1,9
1442,Yes,Travel_Rarely,1092,Research & Development,1,2027,36,3,1,Research Scientist,4,4787,26124,Yes,14,3,80,3,3,2,2,2,2
1443,No,Travel_Rarely,300,Research & Development,1,2031,56,3,5,Manager,3,18880,17312,No,11,3,80,0,2,22,6,4,14
1444,Yes,Travel_Rarely,310,Research & Development,1,2032,72,3,1,Laboratory Technician,3,2339,3666,No,11,3,80,1,4,10,9,9,8
1445,No,Travel_Rarely,582,Research & Development,1,2034,60,2,4,Manufacturing Director,2,13570,5640,No,23,4,80,1,3,20,7,0,10
1446,No,Travel_Rarely,704,Sales,1,2035,95,2,2,Sales Executive,3,6712,8978,No,21,4,80,2,2,8,7,1,7
1447,No,Non-Travel,301,Sales,1,2036,88,1,2,Sales Executive,4,5406,10436,No,24,4,80,1,4,15,12,11,11
1448,No,Travel_Rarely,930,Sales,1,2037,57,2,2,Sales Executive,2,8938,12227,No,11,3,80,1,5,5,4,0,4
1449,No,Travel_Rarely,529,Research & Development,1,2038,78,3,1,Research Scientist,1,2439,11288,No,14,3,80,0,4,4,2,1,2
1450,No,Travel_Rarely,1146,Human Resources,1,2040,31,3,3,Human Resources,4,8837,16642,Yes,16,3,80,0,2,9,0,1,7
1451,No,Travel_Rarely,345,Sales,1,2041,100,3,2,Sales Executive,4,5343,5982,No,11,3,80,1,1,10,7,1,9
1452,Yes,Travel_Frequently,878,Sales,1,2044,94,3,2,Sales Executive,3,6728,14255,No,12,3,80,2,3,6,3,0,1
1453,No,Travel_Rarely,1120,Sales,1,2045,100,2,2,Sales Executive,4,6652,14369,No,13,3,80,1,2,6,3,0,0
1454,No,Travel_Rarely,374,Sales,1,2046,50,3,2,Sales Executive,3,4850,23333,No,15,3,80,0,3,5,3,0,1
1455,No,Travel_Rarely,1322,Research & Development,1,2048,52,2,1,Research Scientist,3,2809,2725,No,14,3,80,0,2,2,2,2,2
1456,No,Travel_Frequently,1199,Research & Development,1,2049,80,3,2,Healthcare Representative,3,5689,24594,Yes,14,3,80,2,2,10,2,0,2
1457,No,Travel_Rarely,1194,Research & Development,1,2051,98,3,1,Research Scientist,3,2001,12549,No,14,3,80,3,2,5,3,0,2
1458,No,Travel_Rarely,287,Research & Development,1,2052,62,1,1,Research Scientist,4,2977,8952,No,12,3,80,1,5,4,3,1,1
1459,No,Travel_Rarely,1378,Research & Development,1,2053,46,2,2,Laboratory Technician,2,4025,23679,Yes,13,3,80,1,2,4,3,0,3
1460,No,Travel_Rarely,468,Research & Development,1,2054,73,2,1,Research Scientist,1,3785,8489,No,14,3,80,0,3,5,4,0,4
1461,Yes,Travel_Rarely,410,Sales,1,2055,39,2,3,Sales Executive,1,10854,16586,Yes,13,3,80,1,3,3,2,2,0
1462,No,Travel_Rarely,722,Sales,1,2056,60,2,4,Sales Executive,4,12031,8828,No,11,3,80,1,2,20,9,9,6
1463,No,Non-Travel,325,Research & Development,1,2057,74,3,2,Manufacturing Director,1,9936,3787,No,19,3,80,0,2,9,4,1,7
1464,No,Travel_Rarely,1167,Sales,1,2060,30,2,1,Sales Representative,3,2966,21378,No,18,3,80,0,2,4,2,0,0
1465,No,Travel_Frequently,884,Research & Development,1,2061,41,4,2,Laboratory Technician,4,2571,12290,No,17,3,80,1,3,5,2,0,3
1466,No,Travel_Rarely,613,Research & Development,1,2062,42,2,3,Healthcare Representative,1,9991,21457,No,15,3,80,1,5,7,7,1,7
1467,No,Travel_Rarely,155,Research & Development,1,2064,87,4,2,Manufacturing Director,2,6142,5174,Yes,20,4,80,1,0,6,2,0,3
1468,No,Travel_Frequently,1023,Sales,1,2065,63,2,2,Sales Executive,2,5390,13243,No,14,3,80,0,3,9,6,0,8
1469,No,Travel_Rarely,628,Research & Development,1,2068,82,4,2,Laboratory Technician,3,4404,10228,No,12,3,80,0,3,4,3,1,2
